transaction_id,region,country,product,customer,sales_rep,transaction_date,timestamp,quantity,unit_price,total_amount,order_status,payment_method,product_details,customer_info
TXN_000310,Europe,Germany,Clothing,Mrs. Linda Perez,Jimmy Murphy,21-09-2022,17-03-2025 22:46,6,1234.77,7408.62,Cancelled,Cash,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Adidas"", ""specs"": ""Our go as."", ""ratings"": 3.3}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000311,Africa,South Africa,Sports,Mrs. Samantha White,Lucas Norton,20-07-2020,07-03-2025 09:40,6,1234.82,7408.92,Pending,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Indoor"", ""brand"": ""Decathlon"", ""specs"": ""Image pattern seem always beautiful form resource both."", ""ratings"": 4.0}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000312,Asia,UAE,Home & Garden,Mr. Ruben Simmons,Brandon Woodard,04-08-2024,03-08-2025 04:09,five,,5441.49,Completed,Debit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Furniture"", ""brand"": ""Home Depot"", ""specs"": ""Girl trouble above field security."", ""ratings"": 2.8}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000313,Europe,Spain,Home & Garden,Marie Franklin,Michelle Walker,02-10-2020,02-05-2025 05:26,10,1886.28,18862.8,Completed,Cash,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""Home Depot"", ""specs"": ""Card pass out include."", ""ratings"": 2.4}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000314,Asia,Japan,Home & Garden,Mitchell Butler,Kelly Swanson,22-09-2022,01-01-2025 17:43,5,1744.91,8724.55,Returned,Credit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""Wayfair"", ""specs"": ""Understand want party someone."", ""ratings"": 1.5}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000315,Africa,Nigeria,Home & Garden,Jim Brown,Donna Hunter,09-04-2021,17-01-2025 18:56,4,1118.45,4473.8,Returned,Debit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""IKEA"", ""specs"": ""Item prevent someone."", ""ratings"": 2.8}","{""segment"": ""Premium"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000316,Asia,China,Sports,,Nancy Kaiser,10-01-2021,08-06-2025 20:15,4,805.87,3223.48,Returned,Cash,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Decathlon"", ""specs"": ""She girl mother energy seat capital."", ""ratings"": 1.8}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000317,North America,USA,Sports,Ryan Allen,Kenneth Morales,12-08-2023,14-02-2025 00:43,1,1592.49,1592.49,Completed,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Under Armour"", ""specs"": ""Off question similar suggest everything."", ""ratings"": 3.3}","{""segment"": ""Premium"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000318,South America,Chile,Sports,Nancy Chapman DDS,Mrs. Lynn Collins DDS,12-07-2020,14-03-2025 08:23,,1410.73,8464.38,Completed,Credit Card,"{""category"": ""Sports"", ""subcategory"": ""Indoor"", ""brand"": ""Reebok"", ""specs"": ""Evening where agree everyone sit series market."", ""ratings"": 4.9}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000319,Asia,Japan,Home & Garden,Victor Norris,Nicholas Robinson,14-07-2021,27-05-2025 21:12,1,1430.85,1430.85,Completed,PayPal,"{""category"": ""Home & Garden"", ""subcategory"": ""Furniture"", ""brand"": ""Home Depot"", ""specs"": ""Paper happy paper fact stuff early here."", ""ratings"": 2.9}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000320,  Europe  ,Italy,  Clothing  ,Allen Randall,Emma Shelton,05-02-2020,28-07-2025 22:19,nil,102.76,924.84,Pending,Debit Card,"{""category"": ""Clothing"", ""subcategory"": ""Men"", ""brand"": ""Adidas"", ""specs"": ""Heart team blood might know million."", ""ratings"": 1.6}","{""segment"": ""Budget"", ""demographics"": ""Senior"", ""preferences"": ""In-store""}"
TXN_000321,Africa,South Africa,Electronics,Gabriel Christian,Garrett Mercado,14-05-2023,14-07-2025 11:58,5,428.97,2144.85,Returned,Debit Card,"{""category"": ""Electronics"", ""subcategory"": ""Laptops"", ""brand"": ""Apple"", ""specs"": ""Defense hand sing exist meeting listen thousand."", ""ratings"": 3.6}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Online""}"
TXN_000322,Asia,UAE,Electronics,Jessica Rios,Lucas Boyer,08-10-2021,28-03-2025 09:35,5,572.93,2864.65,Completed,PayPal,"{""category"": ""Electronics"", ""subcategory"": ""Mobiles"", ""brand"": ""Apple"", ""specs"": ""Yard would teacher first."", ""ratings"": 2.1}","{""segment"": ""Premium"", ""demographics"": ""Senior"", ""preferences"": ""Online""}"
TXN_000323,Asia,India,Home & Garden,Greg Burton,Stephanie Campbell,26-01-2025,21-07-2025 01:35,7,1814.87,12704.09,Pending,Debit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Decor"", ""brand"": ""IKEA"", ""specs"": ""Perform born onto cost."", ""ratings"": 4.6}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000324,Africa,Nigeria,Sports,Justin Lynn,Becky Brown,11-02-2020,31-07-2025 11:00,2,1056.76,2113.52,Pending,Cash,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Reebok"", ""specs"": ""Specific season Mr week market such what."", ""ratings"": 5.0}","{""segment"": ""Standard"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000325,South America,Brazil,Home & Garden,Marie Davis,Cody Simon,13-03-2023,16-03-2025 00:22,5,1859.55,9297.75,Returned,Cash,"{""category"": ""Home & Garden"", ""subcategory"": ""Furniture"", ""brand"": ""Wayfair"", ""specs"": ""Cup by exist today treat."", ""ratings"": 1.4}","{""segment"": ""Budget"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000326,Europe,UK,Sports,Dave Thompson,Michael Phillips,11-07-2023,04-01-2025 17:11,8,985.08,7880.64,Returned,Debit Card,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Under Armour"", ""specs"": ""Nor turn during gas Democrat."", ""ratings"": 4.7}","{""segment"": ""Budget"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000327,Europe,Italy,Sports,Alexander Ward,James Moss,29-12-2020,21-02-2025 17:17,8,,940.48,Pending,Credit Card,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Decathlon"", ""specs"": ""Short bed pass owner save class contain own."", ""ratings"": 2.9}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000328,South America,Chile,Home & Garden,Robert Ballard,Suzanne Novak,07-12-2022,07-02-2025 09:32,4,510.83,2043.32,Cancelled,Credit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Decor"", ""brand"": ""Home Depot"", ""specs"": ""Keep trade statement report."", ""ratings"": 2.9}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Online""}"
TXN_000329,North America,Canada,Home & Garden,,Paul Bell,04-12-2022,16-04-2025 16:40,7,1623.19,-11362.33,Pending,Debit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Decor"", ""brand"": ""IKEA"", ""specs"": ""Skill or mean good news system."", ""ratings"": 2.7}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000330,Europe,Germany,Electronics,Justin Warren,Ricky Faulkner,,04-06-2025 12:29,3,1075.13,3225.39,Completed,Cash,"{""category"": ""Electronics"", ""subcategory"": ""Mobiles"", ""brand"": ""Apple"", ""specs"": ""End room edge long apply community reality."", ""ratings"": 4.4}","{""segment"": ""Budget"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000331,Africa,Egypt,Electronics,John Anderson,Travis Nixon,25-03-2025,19-05-2025 14:43,6,344.9,2069.4,Completed,Debit Card,"{""category"": ""Electronics"", ""subcategory"": ""Laptops"", ""brand"": ""Apple"", ""specs"": ""South around window provide determine attorney."", ""ratings"": 2.5}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000313,South America,Chile,Sports,Kimberly Marshall,Brady Allen,2024/13/40,08-08-2025 13:48,zero,935.34,8418.06,Cancelled,Debit Card,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Reebok"", ""specs"": ""Letter another test case ahead once on important."", ""ratings"": 3.1}","{""segment"": ""Premium"", ""demographics"": ""Middle-aged"", ""preferences"": ""Online""}"
TXN_000333,South America,Chile,Clothing,Patricia Mooney,Gregory Coleman,01-07-2025,20-01-2025 00:57,3,1304.26,3912.78,Returned,Cash,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Puma"", ""specs"": ""Respond carry memory religious use ever later."", ""ratings"": 3.6}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Online""}"
TXN_000334,Africa,Egypt,Home & Garden,Ellen Lee DDS,Spencer Cross,27-02-2024,11-08-2025 18:50,3,586.38,1759.14,Returned,Debit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""Wayfair"", ""specs"": ""I simply Mrs prove whether while."", ""ratings"": 3.4}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""Online""}"
TXN_000335,Europe,France,Electronics,Brendan Thomas,Carrie Spence,12-02-2024,not-a-timestamp,2,284.51,569.02,Returned,PayPal,"{""category"": ""Electronics"", ""subcategory"": ""Accessories"", ""brand"": ""Dell"", ""specs"": ""Nice audience avoid attorney begin defense."", ""ratings"": 1.3}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000336,South America,Chile,Clothing,Robin Sanchez,Aaron Warren,23-10-2020,08-07-2025 12:48,7,,5259.31,Returned,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Men"", ""brand"": ""Nike"", ""specs"": ""Old international start."", ""ratings"": 1.6}","{""segment"": ""Premium"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000337,Europe,Germany,Sports,Jerry Young,Cody Graham,08-10-2023,28-02-2025 06:32,10,55.74,557.4,Completed,Credit Card,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Decathlon"", ""specs"": ""Describe reach experience several player wonder."", ""ratings"": 4.2}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000338,North America,USA,Clothing,Brian Maldonado,Pamela Thompson,09-11-2021,10-05-2025 21:10,8,1130.46,9043.68,Cancelled,Debit Card,"{""category"": ""Clothing"", ""subcategory"": ""Men"", ""brand"": ""Puma"", ""specs"": ""Possible really consumer green."", ""ratings"": 4.9}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""In-store""}"
TXN_000339,South America,Chile,Home & Garden,Kimberly Jimenez,Rachel Cooper,02-07-2024,16-07-2025 06:16,3,1762.9,5288.7,Pending,PayPal,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""Wayfair"", ""specs"": ""His structure or wear usually."", ""ratings"": 1.7}","{""segment"": ""Budget"", ""demographics"": ""Senior"", ""preferences"": ""Online""}"
TXN_000340,North America,Mexico,Clothing,Dr. Joseph Ramos PhD,Julie Rhodes,21-12-2024,01-07-2025 13:25,9,1066.22,9595.98,Cancelled,Debit Card,"{""category"": ""Clothing"", ""subcategory"": ""Kids"", ""brand"": ""Adidas"", ""specs"": ""Check peace first box."", ""ratings"": 3.8}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""In-store""}"
TXN_000341,Europe,UK,Home & Garden,Brian Ramirez,Todd Watkins,12-07-2023,03-02-2025 11:47,8,485,3880,Cancelled,PayPal,"{""category"": ""Home & Garden"", ""subcategory"": ""Furniture"", ""brand"": ""Wayfair"", ""specs"": ""Bed save generation attention business."", ""ratings"": 3.6}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""Online""}"
TXN_000342,Africa,South Africa,Electronics,Kimberly Moore,Jennifer Robinson,02-10-2022,16-02-2025 00:32,8,143.23,1145.84,Pending,PayPal,"{""category"": ""Electronics"", ""subcategory"": ""Accessories"", ""brand"": ""Samsung"", ""specs"": ""Meeting sea position."", ""ratings"": 2.8}","{""segment"": ""Budget"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000343,South America,Chile,Clothing,,Daniel Cain,15-11-2021,13-02-2025 18:59,8,601.59,4812.72,Completed,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Men"", ""brand"": ""Puma"", ""specs"": ""Pull shoulder father car teach organization become sit."", ""ratings"": 2.3}","{""segment"": ""Budget"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000344,North America,Canada,Clothing,Nicholas Barnett,Terry Pitts,31-01-2021,23-04-2025 13:30,,143.05,1144.4,Completed,Credit Card,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Puma"", ""specs"": ""Number style drop glass star former protect."", ""ratings"": 1.4}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000345,Africa,Nigeria,Home & Garden,Suzanne Miller,Sean Perez,31-05-2025,07-05-2025 12:42,10,55.75,557.5,Returned,Cash,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""Wayfair"", ""specs"": ""Oil production responsibility take."", ""ratings"": 2.9}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""Online""}"
TXN_000346,Africa,Egypt,Clothing,Joel Davis,Daniel Mitchell,16-11-2024,03-01-2025 11:46,10,511.71,5117.1,Cancelled,Cash,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Adidas"", ""specs"": ""Account dark yeah PM human."", ""ratings"": 4.2}","{""segment"": ""Budget"", ""demographics"": ""Senior"", ""preferences"": ""In-store""}"
TXN_000347,North America,USA,Clothing,Erica Thompson,Jordan Fritz,09-12-2023,05-07-2025 15:26,3,425.81,1277.43,Completed,Debit Card,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Nike"", ""specs"": ""Level speech grow modern site."", ""ratings"": 3.3}","{""segment"": ""Standard"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000348,Asia,UAE,Clothing,Christopher Cooper,Teresa Anderson,06-10-2020,04-05-2025 02:51,4,1228.31,4913.24,Pending,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Kids"", ""brand"": ""Puma"", ""specs"": ""Color always leg newspaper health."", ""ratings"": 4.9}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000349,South America,Chile,Sports,Chelsea Sanchez,Elizabeth Rosario,29-04-2025,27-01-2025 09:47,3,"1,106.46",3319.38,Completed,Cash,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Reebok"", ""specs"": ""Environmental baby home expert happy."", ""ratings"": 4.8}","{""segment"": ""Standard"", ""demographics"": ""Middle-aged"", ""preferences"": ""In-store""}"
TXN_000350,Asia,UAE,Home & Garden,David Bell,Christopher Rose,11-03-2021,23-03-2025 04:12,7,923.8,6466.6,Returned,Credit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Decor"", ""brand"": ""Home Depot"", ""specs"": ""Work agency firm professor."", ""ratings"": 3.5}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""In-store""}"
TXN_000351,Africa,Egypt,Sports,Olivia Montgomery,Wendy Preston,23-08-2022,06-06-2025 22:53,6,60.95,365.7,Cancelled,Cash,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Reebok"", ""specs"": ""Goal money fish one cost."", ""ratings"": 4.1}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000352,North America,Canada,Clothing,Charles Pham,Thomas Carroll,,17-06-2025 20:08,2,1176.94,2353.88,Pending,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Men"", ""brand"": ""Nike"", ""specs"": ""Perform career alone down left service beyond."", ""ratings"": 4.5}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000353,North America,Canada,Clothing,Bryan Graham,David Spencer,24-10-2020,17-08-2025 09:39,10,1302.6,13026,Returned,Cash,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Adidas"", ""specs"": ""Culture notice score clear maintain difference program stand."", ""ratings"": 4.7}","{""segment"": ""Premium"", ""demographics"": ""Middle-aged"", ""preferences"": ""Online""}"
TXN_000354,South America,Chile,Clothing,Charles Briggs,Casey Strickland,22-07-2023,22-05-2025 22:00,1,1926.05,1926.05,Completed,Debit Card,"{""category"": ""Clothing"", ""subcategory"": ""Kids"", ""brand"": ""Nike"", ""specs"": ""Least culture eat do say."", ""ratings"": 4.6}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000355,North America,USA,Sports,Daniel Huffman,Robert Norton,20-04-2023,24-04-2025 05:06,10,1002.51,10025.1,Returned,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Decathlon"", ""specs"": ""Under leader conference minute."", ""ratings"": 2.7}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000356,North America,USA,Clothing,Natalie Stein,Javier Hill,20-12-2023,27-07-2025 13:42,3,613.46,1840.38,Returned,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Kids"", ""brand"": ""Puma"", ""specs"": ""Debate keep last offer author particularly social."", ""ratings"": 1.1}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000357,Africa,South Africa,Home & Garden,Amber Oneal,James Hood,31-05-2021,29-03-2025 01:23,5,1819.2,9096,Pending,Cash,"{""category"": ""Home & Garden"", ""subcategory"": ""Decor"", ""brand"": ""Home Depot"", ""specs"": ""Both modern stage value series red brother."", ""ratings"": 4.8}","{""segment"": ""Premium"", ""demographics"": ""Middle-aged"", ""preferences"": ""In-store""}"
TXN_000358,North America,Mexico,Home & Garden,Mrs. Rebecca Olson,Stephen Bauer,10-07-2025,22-03-2025 02:49,5,231.9,-1159.5,Cancelled,PayPal,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""IKEA"", ""specs"": ""Parent recent my same attention become."", ""ratings"": 4.2}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000359,North America,Mexico,Electronics,Christian Bullock,Karina Sanders,23-09-2021,03-07-2025 21:49,1,189.66,189.66,Returned,Cash,"{""category"": ""Electronics"", ""subcategory"": ""Mobiles"", ""brand"": ""Samsung"", ""specs"": ""Because instead here late example know."", ""ratings"": 2.3}","{""segment"": ""Premium"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000360,Europe,Spain,Sports,Andrea Howard,Miguel Poole,03-06-2021,19-07-2025 12:29,5,102.98,514.9,Returned,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Indoor"", ""brand"": ""Under Armour"", ""specs"": ""Resource require feeling degree at commercial expect."", ""ratings"": 2.9}","{""segment"": ""Premium"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000361,Africa,Nigeria,Clothing,Pamela Alvarez,Ronald Carr,06-07-2022,28-03-2025 02:37,2,1334.72,2669.44,Pending,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Men"", ""brand"": ""Adidas"", ""specs"": ""Your voice shake situation shoulder determine range situation."", ""ratings"": 2.8}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""Online""}"
TXN_000362,Asia,Singapore,Clothing,Randall Wallace,Madison Nolan,14-04-2021,09-07-2025 19:48,4,1151.03,4604.12,Completed,PayPal,"{""category"": ""Clothing"", ""subcategory"": ""Kids"", ""brand"": ""Adidas"", ""specs"": ""Drop finally describe."", ""ratings"": 1.8}","{""segment"": ""Budget"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000363,Europe,Germany,Sports,Kristen Gallagher DDS,Heidi Buck,11-06-2020,04-05-2025 11:01,9,503.98,4535.82,Pending,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Indoor"", ""brand"": ""Reebok"", ""specs"": ""Voice cold control real."", ""ratings"": 1.3}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Online""}"
TXN_000364,Africa,South Africa,Clothing,Stephanie Taylor,Jorge Smith,22-03-2021,29-05-2025 17:43,2,1196.96,2393.92,Cancelled,Cash,"{""category"": ""Clothing"", ""subcategory"": ""Women"", ""brand"": ""Nike"", ""specs"": ""Whom foot ago clearly car."", ""ratings"": 2.8}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""In-store""}"
TXN_000365,Asia,Singapore,Sports,Sandra Williams,Krystal Johnson,15-01-2020,18-05-2025 15:25,10,1538.1,15381,Pending,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Fitness"", ""brand"": ""Decathlon"", ""specs"": ""Theory cut forget degree reason note."", ""ratings"": 1.3}","{""segment"": ""Budget"", ""demographics"": ""Senior"", ""preferences"": ""In-store""}"
TXN_000366,Africa,Nigeria,Home & Garden,Megan Griffin,Debra Rosales,01-04-2025,14-03-2025 09:09,1,1359.53,1359.53,Pending,PayPal,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""Wayfair"", ""specs"": ""Painting seek concern age."", ""ratings"": 4.7}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000367,Asia,UAE,Sports,Jordan Holder,Ashley Baker,19-08-2022,17-03-2025 11:55,1,1091.94,1091.94,Pending,Debit Card,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Under Armour"", ""specs"": ""When sound source unit lot."", ""ratings"": 2.1}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000368,Europe,Germany,Electronics,Robin Adams,Charles Weeks,26-12-2022,16-04-2025 07:04,6,806.46,4838.76,Cancelled,Debit Card,"{""category"": ""Electronics"", ""subcategory"": ""Accessories"", ""brand"": ""Apple"", ""specs"": ""Cell only strong real."", ""ratings"": 2.1}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""In-store""}"
TXN_000369,Asia,Japan,Sports,Carlos Rowe,Jeremy Green,26-04-2023,23-06-2025 22:01,3,1632.96,4898.88,Pending,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Indoor"", ""brand"": ""Reebok"", ""specs"": ""Us operation value leg."", ""ratings"": 1.6}","{""segment"": ""Budget"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000370,South America,Argentina,Electronics,Donald Sherman,David Lam,06-01-2021,04-06-2025 14:25,4,1777.11,7108.44,Returned,Credit Card,"{""category"": ""Electronics"", ""subcategory"": ""Mobiles"", ""brand"": ""HP"", ""specs"": ""Rather art month including campaign break."", ""ratings"": 1.7}","{""segment"": ""Budget"", ""demographics"": ""Young"", ""preferences"": ""Online""}"
TXN_000371,Asia,Singapore,Clothing,Angela Smith,Amy Jordan,02-11-2021,24-05-2025 16:37,8,988.25,7906,Returned,Credit Card,"{""category"": ""Clothing"", ""subcategory"": ""Kids"", ""brand"": ""Nike"", ""specs"": ""Build window necessary best move argue part response."", ""ratings"": 3.7}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""In-store""}"
TXN_000372,South America,Argentina,Sports,Russell Kelly,Judy Wu,18-07-2023,31-03-2025 21:58,8,676.93,5415.44,Completed,Credit Card,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Decathlon"", ""specs"": ""Last education each."", ""ratings"": 4.8}","{""segment"": ""Budget"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000373,South America,Chile,Electronics,Maria Wu,Trevor Silva,04-05-2021,18-03-2025 06:59,10,,17012.3,Cancelled,Credit Card,"{""category"": ""Electronics"", ""subcategory"": ""Mobiles"", ""brand"": ""Samsung"", ""specs"": ""Take old stage executive third shake kitchen."", ""ratings"": 1.2}","{""segment"": ""Standard"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000374,North America,Canada,Sports,Joseph Wilson,Katherine Wyatt,13-09-2023,04-04-2025 22:08,5,292.72,1463.6,Cancelled,Cash,"{""category"": ""Sports"", ""subcategory"": ""Indoor"", ""brand"": ""Decathlon"", ""specs"": ""Significant this theory that game loss vote."", ""ratings"": 1.0}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000375,Africa,Egypt,  Home & Garden  ,Amanda Vargas,Deborah Ramirez,26-10-2022,06-05-2025 05:56,1,1821.02,1821.02,Cancelled,Cash,"{""category"": ""Home & Garden"", ""subcategory"": ""Furniture"", ""brand"": ""IKEA"", ""specs"": ""Food then cause."", ""ratings"": 1.7}","{""segment"": ""Premium"", ""demographics"": ""Young"", ""preferences"": ""Hybrid""}"
TXN_000313,Africa,South Africa,Home & Garden,Mark Bradford,Tiffany Davis,11-05-2020,03-05-2025 10:01,9,1889.76,17007.84,Pending,PayPal,"{""category"": ""Home & Garden"", ""subcategory"": ""Kitchen"", ""brand"": ""IKEA"", ""specs"": ""Thus kind former return."", ""ratings"": 3.6}","{""segment"": ""Standard"", ""demographics"": ""Middle-aged"", ""preferences"": ""In-store""}"
TXN_000377,South America,Brazil,Electronics,Jennifer Mann,Miguel Miller,02-01-2021,15-01-2025 03:14,3,981.08,2943.24,Cancelled,PayPal,"{""category"": ""Electronics"", ""subcategory"": ""Accessories"", ""brand"": ""HP"", ""specs"": ""Drug real close big just different big."", ""ratings"": 1.7}","{""segment"": ""Premium"", ""demographics"": ""Middle-aged"", ""preferences"": ""Hybrid""}"
TXN_000378,Asia,Japan,Home & Garden,Vicki Gould,Lee Russell,13-02-2023,08-02-2025 12:38,3,255.42,766.26,Completed,Debit Card,"{""category"": ""Home & Garden"", ""subcategory"": ""Decor"", ""brand"": ""IKEA"", ""specs"": ""Person off significant most stage try direction."", ""ratings"": 5.0}","{""segment"": ""Standard"", ""demographics"": ""Senior"", ""preferences"": ""Hybrid""}"
TXN_000379,Africa,Egypt,Sports,Daniel Thompson,Heidi Smith,15-08-2021,17-06-2025 17:49,3,58.13,-174.39,Completed,PayPal,"{""category"": ""Sports"", ""subcategory"": ""Outdoor"", ""brand"": ""Decathlon"", ""specs"": ""Sometimes maybe program rule."", ""ratings"": 1.1}","{""segment"": ""Premium"", ""demographics"": ""Senior"", ""preferences"": ""In-store""}"
